timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-10-03,123.47,126.78,121.05,125.12,125.12,54747847,0.0,1.0
2022-09-30,120.87,126.33,120.75,121.39,121.39,56563842,0.0,1.0
2022-09-29,124.48,125.0,119.4601,122.2,122.2,53276312,0.0,1.0
2022-09-28,124.1,128.23,123.5386,127.36,127.36,54241388,0.0,1.0
2022-09-27,125.07,127.36,122.58,124.13,124.13,55385406,0.0,1.0
2022-09-26,124.91,126.59,122.14,122.28,122.28,54734269,0.0,1.0
2022-09-23,124.2,126.11,122.57,125.16,125.16,66330931,0.0,1.0
2022-09-22,130.7,131.4897,124.28,125.61,125.61,75671089,0.0,1.0
2022-09-21,132.13,140.31,131.1,132.61,132.61,80767940,0.0,1.0
2022-09-20,132.145,134.8276,130.57,131.76,131.76,52481775,0.0,1.0
2022-09-19,130.12,134.63,130.1,133.82,133.82,56968528,0.0,1.0
2022-09-16,127.415,132.12,126.17,131.98,131.98,67075140,0.0,1.0
2022-09-15,130.152,132.3299,127.9,129.29,129.29,52362516,0.0,1.0
2022-09-14,132.54,132.8999,129.13,131.28,131.28,58850654,0.0,1.0
2022-09-13,138.02,139.22,130.99,131.31,131.31,71495563,0.0,1.0
2022-09-12,143.69,145.47,141.98,145.05,145.05,48415924,0.0,1.0
2022-09-09,141.57,144.74,141.26,143.87,143.87,48712842,0.0,1.0
2022-09-08,134.59,140.08,133.69,139.9,139.9,62487312,0.0,1.0
2022-09-07,135.63,138.38,133.46,137.14,137.14,51265746,0.04,1.0
2022-09-06,137.31,137.79,133.51,134.65,134.610737717,53326958,0.0,1.0
2022-09-02,141.0,141.71,135.91,136.47,136.430207027,74315746,0.0,1.0
2022-09-01,142.09,143.8,132.7021,139.37,139.329361423,117886514,0.0,1.0
2022-08-31,153.84,155.4,149.5851,150.94,150.895987753,57370986,0.0,1.0
2022-08-30,159.6,160.39,151.82,154.68,154.634897215,53018069,0.0,1.0
2022-08-29,160.2,163.38,157.67,158.01,157.963926228,49371295,0.0,1.0
2022-08-26,178.57,179.24,162.37,162.6,162.552587841,76912743,0.0,1.0
2022-08-25,168.44,179.47,168.33,179.13,179.077767896,77069133,0.0,1.0
2022-08-24,170.12,174.06,168.95,172.22,172.169782767,52266071,0.0,1.0
2022-08-23,169.885,174.65,169.7,171.81,171.759902318,36998577,0.0,1.0
2022-08-22,174.9,175.58,169.66,170.34,170.290330952,40959271,0.0,1.0
2022-08-19,184.06,185.2,177.7,178.49,178.437954512,44158833,0.0,1.0
2022-08-18,183.01,188.6499,181.83,187.73,187.675260242,41544656,0.0,1.0
2022-08-17,185.23,186.88,181.45,183.35,183.296537396,44679911,0.0,1.0
2022-08-16,189.195,191.42,185.01,188.79,188.734951159,45123964,0.0,1.0
2022-08-15,187.01,191.64,186.13,190.32,190.26450503,45766556,0.0,1.0
2022-08-12,181.6,187.18,179.53,187.09,187.035446858,47809415,0.0,1.0
2022-08-11,181.31,187.07,178.76,179.42,179.367683336,50932655,0.0,1.0
2022-08-10,176.98,181.18,173.1701,180.97,180.917231375,59742246,0.0,1.0
2022-08-09,172.52,174.4719,167.24,170.86,170.810179326,66826265,0.0,1.0
2022-08-08,175.02,182.39,172.42,177.93,177.878117801,98378318,0.0,1.0
2022-08-05,188.1,192.2892,186.66,189.89,189.834630413,38606829,0.0,1.0
2022-08-04,188.49,192.74,187.6,192.15,192.093971424,40965227,0.0,1.0
2022-08-03,181.84,189.68,181.37,188.93,188.874910337,41814557,0.0,1.0
2022-08-02,181.22,189.3753,180.92,185.26,185.205980464,48952692,0.0,1.0
2022-08-01,181.82,188.46,179.9,184.41,184.356228313,47646904,0.0,1.0
2022-07-29,178.13,182.44,176.92,181.63,181.577038927,43546042,0.0,1.0
2022-07-28,179.75,181.4,174.4,179.84,179.787560869,47464628,0.0,1.0
2022-07-27,170.32,179.36,169.1301,177.9,177.848126549,56977623,0.0,1.0
2022-07-26,168.89,169.19,164.78,165.33,165.281791806,39786491,0.0,1.0
2022-07-25,170.19,171.24,166.49,170.24,170.190360111,48074751,0.0,1.0
2022-07-22,178.93,179.67,171.365,173.19,173.139499927,53667088,0.0,1.0
2022-07-21,178.85,181.44,175.4456,180.5,180.447368421,55704928,0.0,1.0
2022-07-20,169.47,179.325,168.01,178.07,178.018076979,76053779,0.0,1.0
2022-07-19,164.86,171.1,161.7201,169.92,169.870453419,70236608,0.0,1.0
2022-07-18,163.02,168.97,160.02,161.01,160.963051465,67051745,0.0,1.0
2022-07-15,156.59,157.82,154.45,157.62,157.574039948,38593547,0.0,1.0
2022-07-14,151.08,154.7299,147.28,153.72,153.67517714,45623484,0.0,1.0
2022-07-13,145.9,153.75,144.65,151.64,151.595783642,52191834,0.0,1.0
2022-07-12,152.68,154.31,148.77,150.82,150.776022744,45848310,0.0,1.0
2022-07-11,155.26,155.2699,150.3801,151.52,151.475818632,43838873,0.0,1.0
2022-07-08,154.3,160.3699,153.89,158.38,158.333818341,46797176,0.0,1.0
2022-07-07,154.555,159.45,153.89,158.58,158.533760023,49290276,0.0,1.0
2022-07-06,150.1,153.1899,147.89,151.3,151.255882782,52906586,0.0,1.0
2022-07-05,141.75,149.71,140.55,149.64,149.596366817,65220761,0.0,1.0
2022-07-01,148.99,150.6291,143.92,145.23,145.187652719,57761008,0.0,1.0
2022-06-30,153.61,155.67,148.62,151.59,151.545798221,68607003,0.0,1.0
2022-06-29,158.14,158.2,151.7,155.42,155.37468144,48235228,0.0,1.0
2022-06-28,169.0,172.0199,159.45,159.82,159.773398455,46185936,0.0,1.0
2022-06-27,173.12,173.3,166.255,168.69,168.640812072,42796788,0.0,1.0
2022-06-24,165.0,171.4,163.1,171.26,171.210062691,47215283,0.0,1.0
2022-06-23,165.185,165.85,158.53,162.25,162.202689896,46367959,0.0,1.0
2022-06-22,162.26,166.62,161.8,163.6,163.552296253,43799744,0.0,1.0
2022-06-21,164.745,170.08,164.07,165.66,165.611695582,48308888,0.0,1.0
2022-06-17,156.48,159.95,153.28,158.8,158.753695874,63033397,0.0,1.0
2022-06-16,158.6,159.4232,154.01,156.01,155.964509404,54574867,0.0,1.0
2022-06-15,160.95,168.68,159.26,165.27,165.221809302,56393565,0.0,1.0
2022-06-14,157.31,160.66,154.12,158.36,158.313824173,46967952,0.0,1.0
2022-06-13,160.0,163.12,156.06,156.47,156.424375273,60415338,0.0,1.0
2022-06-10,176.0,176.97,168.69,169.74,169.690505905,46564966,0.0,1.0
2022-06-09,184.81,189.33,180.41,180.48,180.427374253,39557379,0.0,1.0
2022-06-08,187.99,191.8,185.35,186.48,186.425624727,36325246,0.04,1.0
2022-06-07,184.72,190.0,181.88,189.26,189.164238343,38891411,0.0,1.0
2022-06-06,191.39,193.37,185.642,187.86,187.764946714,42240615,0.0,1.0
2022-06-03,190.815,193.323,185.2156,187.2,187.105280661,59877870,0.0,1.0
2022-06-02,182.92,196.19,181.98,195.92,195.82086852,64865580,0.0,1.0
2022-06-01,187.24,190.5318,181.22,183.2,183.107304578,54451390,0.0,1.0
2022-05-31,189.8,192.0,183.5,186.72,186.625523531,66409951,0.0,1.0
2022-05-27,181.86,188.81,181.0,188.11,188.014820219,73837935,0.0,1.0
2022-05-26,160.36,180.92,160.22,178.51,178.419677621,99657452,0.0,1.0
2022-05-25,160.2,171.1099,160.0,169.75,169.664110001,78113190,0.0,1.0
2022-05-24,165.1,165.97,157.8,161.54,161.458264091,58855002,0.0,1.0
2022-05-23,162.74,169.15,161.7901,168.98,168.894499605,63988869,0.0,1.0
2022-05-20,173.32,174.1,157.55,166.94,166.855531803,73910526,0.0,1.0
2022-05-19,169.37,176.87,167.3405,171.24,171.153356092,62130959,0.0,1.0
2022-05-18,177.05,181.18,168.64,169.38,169.294297213,54516106,0.0,1.0
2022-05-17,180.74,183.71,176.34,181.77,181.678028129,58582971,0.0,1.0
2022-05-16,175.09,177.88,171.06,172.64,172.55264772,52144598,0.0,1.0
2022-05-13,167.88,179.2843,165.925,177.06,176.970411292,67043651,0.0,1.0
2022-05-12,162.191,167.88,155.67,161.75,161.668157836,70872837,0.0,1.0
2022-05-11,173.47,177.53,165.68,166.3,166.21585563,67016703,0.0,1.0
2022-05-10,176.89,181.98,170.25,175.95,175.860972929,76147429,0.0,1.0
2022-05-09,180.34,182.55,168.27,169.5,169.414236496,64445451,0.0,1.0
2022-05-06,187.36,195.12,179.9,186.75,186.655508351,63329672,0.0,1.0
2022-05-05,198.67,199.25,185.0,188.44,188.344653246,62633141,0.0,1.0
2022-05-04,199.23,204.0,187.51,203.34,203.237114154,64630503,0.0,1.0
2022-05-03,194.0,198.25,191.33,196.02,195.920817923,47575084,0.0,1.0
2022-05-02,185.405,195.74,183.91,195.33,195.231167048,57204868,0.0,1.0
2022-04-29,194.02,201.2848,185.17,185.47,185.376156005,50043491,0.0,1.0
2022-04-28,189.67,200.37,184.8957,197.82,197.71990716,57032671,0.0,1.0
2022-04-27,185.98,191.67,182.9,184.15,184.056823898,49946017,0.0,1.0
2022-04-26,197.18,197.88,186.7,187.88,187.784936595,64496017,0.0,1.0
2022-04-25,192.02,199.45,190.96,199.02,198.919299984,64156561,0.0,1.0
2022-04-22,203.03,204.86,195.0,195.15,195.051258125,62471343,0.0,1.0
2022-04-21,217.0915,223.92,200.0,201.83,201.727878182,65620944,0.0,1.0
2022-04-20,225.171,226.7037,212.0,214.82,214.71130551,46697126,0.0,1.0
2022-04-19,217.2,223.73,213.14,221.98,221.867682698,51278058,0.0,1.0
2022-04-18,212.0,220.88,210.79,217.83,217.719782512,52570061,0.0,1.0
2022-04-14,225.05,227.77,211.63,212.58,212.472438904,56909685,0.0,1.0
2022-04-13,217.28,225.0,214.55,222.03,221.917657399,51694344,0.0,1.0
2022-04-12,225.37,227.25,212.8204,215.04,214.931194195,66225807,0.0,1.0
2022-04-11,222.14,223.1994,216.6,219.17,219.0591045,57520684,0.0,1.0
2022-04-08,239.17,239.23,230.6201,231.19,231.073022628,52478064,0.0,1.0
2022-04-07,244.41,247.22,234.78,242.08,241.957512512,55799236,0.0,1.0
2022-04-06,249.34,253.0,240.03,244.07,243.946505614,70383256,0.0,1.0
2022-04-05,272.54,273.19,258.2,259.31,259.178794488,43093087,0.0,1.0
2022-04-04,267.28,275.58,266.13,273.6,273.461564043,39770782,0.0,1.0
2022-04-01,273.75,274.96,262.67,267.12,266.984842789,51723511,0.0,1.0
2022-03-31,277.82,282.48,272.7,272.86,272.721938467,52344022,0.0,1.0
2022-03-30,283.04,284.955,275.03,276.9,276.759894311,46348713,0.0,1.0
2022-03-29,286.945,289.46,279.8,286.56,286.41500655,48898440,0.0,1.0
2022-03-28,277.555,282.5,272.06,282.19,282.04721768,42549392,0.0,1.0
2022-03-25,278.86,283.58,272.71,276.92,276.779884191,57776944,0.0,1.0
2022-03-24,261.66,283.1999,259.07,281.5,281.357566805,87737914,0.0,1.0
2022-03-23,261.26,266.115,255.7501,256.34,256.210297247,50211986,0.0,1.0
2022-03-22,267.27,272.38,260.72,265.24,265.10579403,54265223,0.0,1.0
2022-03-21,265.07,271.5199,259.67,267.34,267.204731473,58807971,0.0,1.0
2022-03-18,247.99,265.6899,246.24,264.53,264.396153275,72788748,0.0,1.0
2022-03-17,241.2,248.42,239.06,247.66,247.534689148,47194119,0.0,1.0
2022-03-16,235.0,245.97,231.72,244.96,244.836055292,67142174,0.0,1.0
2022-03-15,215.18,230.38,213.2201,229.73,229.613761358,49199569,0.0,1.0
2022-03-14,218.69,222.62,211.5901,213.3,213.192074599,38535424,0.0,1.0
2022-03-11,230.22,231.45,220.46,221.0,220.888178558,36720857,0.0,1.0
2022-03-10,225.31,227.88,218.82,226.58,226.465355193,42806565,0.0,1.0
2022-03-09,223.87,232.2,222.47,230.14,230.023553906,49274195,0.0,1.0
2022-03-08,213.09,223.7299,206.5,215.14,215.031143597,55746719,0.0,1.0
2022-03-07,228.17,230.33,213.3,213.52,213.411963283,45082089,0.0,1.0
2022-03-04,233.84,236.8,224.82,229.36,229.24394857,43201070,0.0,1.0
2022-03-03,242.615,243.2599,234.69,237.14,237.020012051,36509504,0.0,1.0
2022-03-02,237.56,244.09,234.15,242.2,242.077451795,38964185,0.04,1.0
2022-03-01,242.91,243.77,231.32,234.77,234.612464324,41205598,0.0,1.0
2022-02-28,239.92,246.65,237.0701,243.85,243.686371451,47731861,0.0,1.0
2022-02-25,237.21,242.17,233.81,241.57,241.407901379,52886551,0.0,1.0
2022-02-24,210.15,238.0,208.9,237.48,237.320645856,73580063,0.0,1.0
2022-02-23,238.02,241.5499,223.01,223.87,223.719778457,56651077,0.0,1.0
2022-02-22,230.35,240.6399,230.0,233.9,233.743048113,62919566,0.0,1.0
2022-02-18,246.675,249.86,231.0,236.42,236.261357139,76125491,0.0,1.0
2022-02-17,256.3,257.85,241.65,245.07,244.905552805,81059508,0.0,1.0
2022-02-16,262.59,265.82,255.52,265.11,264.932105537,73267633,0.0,1.0
2022-02-15,249.49,265.45,247.84,264.95,264.772212901,70175280,0.0,1.0
2022-02-14,239.34,248.75,237.55,242.67,242.507163256,44042443,0.0,1.0
2022-02-11,259.16,261.52,237.73,239.49,239.329297104,60547198,0.0,1.0
2022-02-10,259.95,269.2499,256.0,258.24,258.066715454,51319972,0.0,1.0
2022-02-09,256.22,267.25,253.53,267.05,266.870803756,52428166,0.0,1.0
2022-02-08,243.59,252.3,239.8,251.08,250.911519966,41035864,0.0,1.0
2022-02-07,243.72,251.82,242.02,247.28,247.114069847,37686750,0.0,1.0
2022-02-04,239.72,246.35,236.32,243.19,243.026814325,35482850,0.0,1.0
2022-02-03,244.58,250.77,237.8,239.48,239.319303814,41017778,0.0,1.0
2022-02-02,257.94,258.17,245.5301,252.42,252.250620798,54341941,0.0,1.0
2022-02-01,251.04,251.45,238.9001,246.38,246.214673767,51892517,0.0,1.0
2022-01-31,231.82,245.09,230.52,244.86,244.695693719,56467968,0.0,1.0
2022-01-28,220.1215,228.58,212.96,228.4,228.24673873,54377425,0.0,1.0
2022-01-27,235.68,239.95,216.75,219.44,219.292751081,57335272,0.0,1.0
2022-01-26,232.4,240.57,223.0,227.72,227.567195025,75595873,0.0,1.0
2022-01-25,225.46,229.43,220.0,223.24,223.0902012,66461636,0.0,1.0
2022-01-24,223.3,233.8,208.88,233.72,233.563168897,91581063,0.0,1.0
2022-01-21,235.07,248.23,232.63,233.74,233.583155476,71895784,0.0,1.0
2022-01-20,253.04,255.7904,240.78,241.5,241.337948351,43518073,0.0,1.0
2022-01-19,260.79,265.4317,250.52,250.67,250.501795085,48360408,0.0,1.0
2022-01-18,262.6,266.38,257.7,259.03,258.856185347,42267538,0.0,1.0
2022-01-14,263.0,271.969,262.1001,269.42,269.239213435,39583235,0.0,1.0
2022-01-13,283.79,284.8,264.98,265.75,265.571676084,53886809,0.0,1.0
2022-01-12,280.665,285.95,276.08,279.99,279.80212074,38341348,0.0,1.0
2022-01-11,273.225,280.65,268.39,278.17,277.983341999,40276508,0.0,1.0
2022-01-10,265.81,274.69,256.4384,274.0,273.816140158,59468095,0.0,1.0
2022-01-07,281.41,284.22,270.57,272.47,272.28716682,40993851,0.0,1.0
2022-01-06,276.4,284.3799,270.65,281.78,281.590919612,45418637,0.0,1.0
2022-01-05,289.49,294.16,275.33,276.04,275.854771274,49806388,0.0,1.0
2022-01-04,302.77,304.68,283.49,292.9,292.703457855,52715440,0.0,1.0
2022-01-03,298.15,307.11,297.85,301.21,301.007881668,39240294,0.0,1.0
2021-12-31,296.74,300.3,293.3057,294.11,293.912645919,26347792,0.0,1.0
2021-12-30,298.27,304.57,295.4,295.86,295.661471632,30886422,0.0,1.0
2021-12-29,302.725,305.48,293.66,300.01,299.808686893,34313928,0.0,1.0
2021-12-28,313.12,313.3,300.1181,303.22,303.016532915,42059121,0.0,1.0
2021-12-27,296.6,310.865,296.4,309.45,309.242352452,40368587,0.0,1.0
2021-12-23,297.55,300.59,294.3101,296.4,296.20110928,34302174,0.0,1.0
2021-12-22,288.91,295.55,284.49,294.0,293.802719731,39518438,0.0,1.0
2021-12-21,283.74,291.2,274.01,290.75,290.554900551,52438494,0.0,1.0
2021-12-20,273.05,281.44,271.45,277.19,277.0039996,46184676,0.0,1.0
2021-12-17,279.85,289.22,277.6,278.01,277.823449362,71662239,0.0,1.0
2021-12-16,311.52,311.6,280.93,283.87,283.679517177,70736595,0.0,1.0
2021-12-15,284.0,305.0,278.38,304.59,304.385613616,69829688,0.0,1.0
2021-12-14,276.99,286.78,272.5,283.37,283.179852688,66703537,0.0,1.0
2021-12-13,302.49,302.94,281.16,281.61,281.421033685,59834366,0.0,1.0
2021-12-10,311.5,313.05,298.61,301.98,301.777364981,48882509,0.0,1.0
2021-12-09,317.34,322.05,304.28,304.9,304.695405599,48850716,0.0,1.0
2021-12-08,319.99,322.9,314.2101,318.26,318.046440754,47555145,0.0,1.0
2021-12-07,309.57,324.49,306.51,324.27,324.052407916,59305348,0.0,1.0
2021-12-06,298.8,302.41,280.38,300.37,300.168445325,65893845,0.0,1.0
2021-12-03,320.0,321.29,301.3,306.93,306.724043426,54432505,0.0,1.0
2021-12-02,312.14,324.7799,310.25,321.26,321.04442769,47289033,0.0,1.0
2021-12-01,332.1947,332.8934,313.8,314.35,314.139064447,48580204,0.04,1.0
2021-11-30,331.69,333.53,318.6401,326.76,326.499191128,62206647,0.0,1.0
2021-11-29,323.66,334.12,320.36,333.76,333.493603963,45496398,0.0,1.0
2021-11-26,326.0,327.1,313.5,315.03,314.778553621,28306886,0.0,1.0
2021-11-24,314.61,328.55,309.28,326.74,326.479207092,43516226,0.0,1.0
2021-11-23,315.35,323.6,308.8,317.46,317.206614076,53216270,0.0,1.0
2021-11-22,335.17,346.47,319.0,319.56,319.304937927,75433524,0.0,1.0
2021-11-19,322.43,330.88,319.05,329.85,329.586724794,53386665,0.0,1.0
2021-11-18,323.67,327.6,313.21,316.75,316.497180775,78171075,0.0,1.0
2021-11-17,304.18,305.09,288.0,292.61,292.376448513,42850799,0.0,1.0
2021-11-16,297.59,303.9,297.0587,302.03,301.788929785,26448367,0.0,1.0
2021-11-15,305.52,306.44,292.47,300.25,300.010350521,38490900,0.0,1.0
2021-11-12,300.1,306.8,296.3,303.9,303.657437214,41026129,0.0,1.0
2021-11-11,304.68,305.9,297.7701,303.9,303.657437214,33217211,0.0,1.0
2021-11-10,293.56,308.5,287.78,294.59,294.354868143,63620572,0.0,1.0
2021-11-09,322.82,323.1,299.64,306.57,306.325306109,64216853,0.0,1.0
2021-11-08,301.49,311.0,299.07,308.04,307.794132804,50310093,0.0,1.0
2021-11-05,301.87,314.0,294.1,297.52,297.282529516,85126015,0.0,1.0
2021-11-04,272.29,313.65,271.18,298.01,297.772138414,115363115,0.0,1.0
2021-11-03,266.7,267.84,262.35,265.98,265.767703686,23991033,0.0,1.0
2021-11-02,258.22,266.78,258.0,264.01,263.799276074,28744823,0.0,1.0
2021-11-01,256.49,258.94,252.27,258.27,258.063857549,26074158,0.0,1.0
2021-10-29,250.005,257.09,250.0,255.67,255.465932782,29250284,0.0,1.0
2021-10-28,248.78,249.5,245.23,249.41,249.210929304,23420431,0.0,1.0
2021-10-27,244.74,250.9,242.8201,244.51,244.314840319,24598989,0.0,1.0
2021-10-26,239.89,252.59,239.24,247.17,246.972717197,48589830,0.0,1.0
2021-10-25,229.73,233.5499,227.7,231.66,231.475096758,23023483,0.0,1.0
2021-10-22,228.23,231.3,225.61,227.26,227.078608691,24938379,0.0,1.0
2021-10-21,220.97,227.11,220.83,226.92,226.738880067,18759032,0.0,1.0
2021-10-20,223.045,224.33,219.82,221.03,220.853581268,14627594,0.0,1.0
2021-10-19,222.76,223.79,220.37,222.9,222.722088697,16147329,0.0,1.0
2021-10-18,217.49,222.91,216.44,222.22,222.04263145,18949356,0.0,1.0
2021-10-15,218.1,219.31,216.62,218.62,218.445504849,22699401,0.0,1.0
2021-10-14,212.88,217.55,211.2201,217.46,217.286430722,24358881,0.0,1.0
2021-10-13,209.18,209.9,207.13,209.39,209.222871925,18065188,0.0,1.0
2021-10-12,208.275,210.57,205.28,206.71,206.545011012,16213354,0.0,1.0
2021-10-11,205.75,210.63,205.11,206.95,206.784819452,16338754,0.0,1.0
2021-10-08,211.01,212.06,207.75,208.31,208.143733945,15125791,0.0,1.0
2021-10-07,210.92,213.22,209.72,210.75,210.581786419,25691893,0.0,1.0
2021-10-06,201.2,207.2,200.8,207.0,206.834779543,29720175,0.0,1.0
2021-10-05,199.5,206.48,198.54,204.51,204.346766978,27928165,0.0,1.0
2021-10-04,205.04,205.4179,195.55,197.32,197.162505795,34563497,0.0,1.0
2021-10-01,207.5,208.59,202.03,207.42,207.254444313,24097796,0.0,1.0
2021-09-30,207.684,210.66,206.88,207.16,206.994651837,22100912,0.0,1.0
2021-09-29,209.395,210.17,204.67,205.17,205.006240188,21839363,0.0,1.0
2021-09-28,212.135,214.19,206.51,206.99,206.824787525,34306895,0.0,1.0
2021-09-27,217.1035,217.99,213.25,216.6,216.427117145,24521514,0.0,1.0
2021-09-24,220.7,221.49,218.61,220.81,220.633756864,21765545,0.0,1.0
2021-09-23,221.4,225.345,218.9,224.82,224.640556217,24855491,0.0,1.0
2021-09-22,213.655,219.6,211.96,219.41,219.234874298,26872556,0.0,1.0
2021-09-21,214.165,214.25,209.5,212.46,212.290421554,20468810,0.0,1.0
2021-09-20,211.46,214.33,206.62,211.13,210.961483116,34944045,0.0,1.0
2021-09-17,223.0,223.21,218.3,219.0,218.825201546,29450284,0.0,1.0
2021-09-16,221.8345,222.77,219.27,222.42,222.242471817,15603344,0.0,1.0
2021-09-15,223.09,223.6699,219.66,223.41,223.231681632,16653801,0.0,1.0
2021-09-14,222.75,224.1,220.86,222.42,222.242471817,19975460,0.0,1.0
2021-09-13,226.84,229.64,218.58,221.52,221.343190166,29749990,0.0,1.0
2021-09-10,223.4831,226.26,222.7,224.78,224.600588144,24837574,0.0,1.0
2021-09-09,223.12,225.38,221.31,221.77,221.592990625,19685601,0.0,1.0
2021-09-08,225.13,226.1,219.77,223.39,223.211697595,25443421,0.0,1.0
2021-09-07,228.33,228.99,225.224,226.62,226.439119517,19810716,0.0,1.0
2021-09-03,223.25,229.86,222.0,228.43,228.247674836,28083198,0.0,1.0
2021-09-02,225.18,225.9299,222.945,223.96,223.78124264,18810957,0.0,1.0
2021-09-01,224.85,226.97,223.565,224.41,224.230883465,20176695,0.0,1.0
2021-08-31,226.95,226.95,221.2,223.85,223.671330438,25984968,0.04,1.0
2021-08-30,228.2997,230.43,225.51,226.88,226.658410156,26257990,0.0,1.0
2021-08-27,221.84,227.22,221.67,226.36,226.138918031,30472219,0.0,1.0
2021-08-26,222.0,223.4,217.9,220.68,220.464465591,23794042,0.0,1.0
2021-08-25,217.37,224.7,217.22,222.13,221.913049401,34770104,0.0,1.0
2021-08-24,217.53,219.59,215.35,217.93,217.717151469,29729892,0.0,1.0
2021-08-23,209.71,219.97,209.5,219.58,219.365539942,57580658,0.0,1.0
2021-08-20,199.91,208.6506,199.33,208.16,207.956693662,67574131,0.0,1.0
2021-08-19,194.94,204.95,187.62,197.98,197.786636296,76655477,0.0,1.0
2021-08-18,195.0,196.3365,190.0,190.4,190.214039553,28591348,0.0,1.0
2021-08-17,196.85,197.7,192.67,194.58,194.389957018,20458485,0.0,1.0
2021-08-16,201.35,202.87,194.53,199.5,199.305151737,21115280,0.0,1.0
2021-08-13,199.05,202.1381,198.51,201.88,201.682827232,18059898,0.0,1.0
2021-08-12,198.7,200.2899,196.2,199.05,198.855591245,15186155,0.0,1.0
2021-08-11,200.43,200.49,194.3,196.99,196.797603212,18592484,0.0,1.0
2021-08-10,203.22,204.3,198.3454,199.36,199.165288473,17923778,0.0,1.0
2021-08-09,204.46,205.0799,201.43,202.95,202.751782181,14644310,0.0,1.0
2021-08-06,205.24,205.7,202.1,203.66,203.461088736,17849661,0.0,1.0
2021-08-05,205.0,207.33,203.42,206.37,206.168441925,21143537,0.0,1.0
2021-08-04,199.9,203.18,198.28,202.74,202.541987284,23130940,0.0,1.0
2021-08-03,197.4,202.22,192.2,198.15,197.956470259,30181074,0.0,1.0
2021-08-02,197.0,199.61,193.61,197.5,197.307105103,21744397,0.0,1.0
2021-07-30,194.18,196.3,192.63,194.99,194.799556578,18349746,0.0,1.0
2021-07-29,195.19,198.53,193.2803,196.62,196.427964584,18373399,0.0,1.0
2021-07-28,193.192,196.46,189.95,195.03,194.83951751,20219115,0.0,1.0
2021-07-27,192.65,196.22,187.41,192.08,191.892398725,24886258,0.0,1.0
2021-07-26,193.11,194.42,189.14,192.94,192.751558778,20394316,0.0,1.0
2021-07-23,196.5635,197.0,192.5,195.58,195.388980335,19567198,0.0,1.0
2021-07-22,196.42,198.87,192.76,195.94,195.748628729,32382595,0.0,1.0
2021-07-21,188.82,195.27,187.42,194.1,193.910425826,37101736,0.0,1.0
2021-07-20,187.3,188.38,181.64,186.12,185.938219756,43366188,0.0,4.0
2021-07-19,716.61,761.68,714.62,751.19,187.61408137,18726469,0.0,1.0
2021-07-16,761.22,766.2844,722.92,726.44,181.432624597,17205566,0.0,1.0
2021-07-15,792.47,793.88,754.3401,758.65,189.477259857,13764113,0.0,1.0
2021-07-14,814.31,816.71,790.11,793.66,198.221211438,9502480,0.0,1.0
2021-07-13,816.02,818.45,804.5601,810.0,202.302221688,7267658,0.0,1.0
2021-07-12,809.6,821.31,807.51,820.5,204.924657895,8049619,0.0,1.0
2021-07-09,798.5,803.205,790.17,802.01,200.306672613,7415567,0.0,1.0
2021-07-08,794.26,805.32,788.03,796.11,198.83311322,12582492,0.0,1.0
2021-07-07,834.14,835.0,813.282,814.87,203.518532577,10460682,0.0,1.0
2021-07-06,829.5,833.68,814.01,827.94,206.782841265,11167687,0.0,1.0
